# index, id, female, _pos
269,372,0,"array([ 10.16603661, -12.24006126])"
270,373,0,"array([  9.312336  , -14.01535227])"
271,374,0,"array([10.5181716 , -8.77920563])"
272,376,0,"array([ 1.45600847, -8.94915197])"
273,378,0,"array([ 11.81165535, -13.66303328])"
274,379,0,"array([  1.48254727, -13.43096698])"
275,380,0,"array([  6.25517851, -18.07414249])"
276,381,0,"array([  9.13544517, -13.12311595])"
277,382,0,"array([  2.3384233 , -11.14900989])"
278,383,0,"array([ 11.69136571, -10.43035612])"
279,386,0,"array([  5.07249563, -14.88410484])"
280,388,0,"array([ 16.0775626 , -16.08516532])"
281,390,0,"array([ 6.35559395, -6.53967741])"
282,391,0,"array([  3.76143023, -17.87657419])"
283,392,0,"array([ 15.26240184, -17.58824756])"
284,394,0,"array([  6.315609  , -14.38381967])"
285,395,0,"array([  8.87729298, -14.41445571])"
286,396,0,"array([ 9.35447018, -9.34029068])"
287,397,0,"array([  5.18562031, -13.84715364])"
288,399,0,"array([ 2.81710105, -9.43792286])"
289,401,0,"array([ 10.39761182, -12.1919057 ])"
290,402,0,"array([  8.71948429, -20.69816626])"
291,403,0,"array([  9.06922387, -11.44895127])"
292,405,0,"array([ 11.72808197, -10.90875046])"
293,406,0,"array([ 8.54562907, -9.22060872])"
294,412,0,"array([  8.02704162, -11.00729604])"
295,413,0,"array([ 5.57084066, -6.79928236])"
296,415,0,"array([ 12.43791141, -10.88795451])"
297,416,0,"array([  8.63697929, -12.83649423])"
298,417,0,"array([  3.22043702, -10.40997982])"
299,418,0,"array([ 10.15527998, -13.6215447 ])"
300,419,0,"array([16.36154541, -8.67260073])"
301,420,0,"array([  3.46599348, -13.55653745])"
302,421,0,"array([  8.99699074, -15.18638411])"
303,422,0,"array([ 11.5676834 , -15.26064933])"
304,423,0,"array([13.52248306, -9.89877866])"
305,424,0,"array([  9.01568352, -13.70572568])"
306,427,0,"array([ 16.0460346 , -10.12494697])"
307,428,0,"array([  4.15281297, -10.29658942])"
308,430,0,"array([  0.62625242, -14.07904136])"
309,435,0,"array([  4.49765599, -19.16099519])"
310,436,0,"array([ 4.43988752, -7.48981875])"
311,438,0,"array([ 11.11728029, -19.28531358])"
312,440,0,"array([ 12.16111067, -16.282577  ])"
313,441,0,"array([11.24441908, -7.46143413])"
314,442,0,"array([ 3.63863431, -9.08389843])"
315,444,0,"array([  8.90827371, -20.7763523 ])"
316,445,0,"array([ 10.10125165, -20.03856055])"
317,446,0,"array([  7.34024472, -12.46740922])"
318,448,0,"array([ 11.07601365, -15.64761317])"
319,449,0,"array([ 7.86653089, -5.46794544])"
320,453,0,"array([  6.51943071, -11.76334959])"
321,454,0,"array([ 11.57229542, -14.07199567])"
322,455,0,"array([ 12.95867354, -11.09248342])"
323,457,0,"array([ 10.48877509, -12.49476485])"
324,459,0,"array([11.45995303, -9.41695411])"
325,461,0,"array([11.48628161, -6.93586966])"
326,464,0,"array([10.54348682, -7.41266354])"
327,465,0,"array([  4.99325799, -19.49033996])"
328,466,0,"array([  8.3576124 , -11.49698354])"
329,467,0,"array([  9.71611966, -15.38476586])"
330,468,0,"array([  6.52772112, -19.11510639])"
