# index, id, female, _pos
434,443,0,"array([16.75014441, 21.13351638])"
435,444,0,"array([16.68086828, 21.07411297])"
436,445,0,"array([16.65659776, 21.04410804])"
437,446,0,"array([16.77862525, 21.11334677])"
438,448,0,"array([16.73317896, 21.07254986])"
439,449,0,"array([16.73326669, 21.07502216])"
440,450,0,"array([16.68259332, 21.04607984])"
441,451,0,"array([16.76789187, 21.02521407])"
442,452,0,"array([16.70449521, 21.05648457])"
443,453,0,"array([16.77337187, 21.05449474])"
444,454,0,"array([16.75104841, 21.04456875])"
445,455,0,"array([16.69780435, 21.10454666])"
446,456,0,"array([16.70882478, 21.14310962])"
447,457,0,"array([16.74327207, 21.11066113])"
448,458,0,"array([16.71185899, 21.05901651])"
449,459,0,"array([16.71773555, 21.05792775])"
450,460,0,"array([16.64003754, 21.07885292])"
451,461,0,"array([16.70769298, 21.09862925])"
452,462,0,"array([16.76698393, 21.05869475])"
453,463,0,"array([16.79941726, 21.0393813 ])"
454,464,0,"array([16.63342059, 21.10860071])"
455,465,0,"array([16.72458828, 21.10282483])"
456,466,0,"array([16.70136042, 21.08441878])"
457,467,0,"array([16.7163259 , 21.09838583])"
458,468,0,"array([16.66936528, 21.08463864])"
459,469,0,"array([16.72936531, 21.12740002])"
460,470,0,"array([16.75187927, 21.06603628])"
461,471,0,"array([16.71375827, 21.05398248])"
462,472,0,"array([16.72912797, 21.08470384])"
463,473,0,"array([16.7572566 , 21.06992448])"
464,474,0,"array([16.76245221, 21.06219584])"
465,475,0,"array([16.6920068 , 21.07823357])"
466,476,0,"array([16.72944118, 21.09522641])"
467,477,0,"array([16.74851587, 21.15588448])"
468,478,0,"array([16.72504824, 21.13805336])"
469,479,0,"array([16.73511035, 21.13485939])"
470,480,0,"array([16.74079962, 21.0415621 ])"
471,481,0,"array([16.72826171, 21.12401932])"
472,482,0,"array([16.68104859, 21.08103822])"
473,483,0,"array([16.75622198, 21.04712638])"
474,484,0,"array([16.77448598, 21.12931746])"
475,485,0,"array([16.73451515, 21.09238005])"
476,486,0,"array([16.70207939, 21.06794135])"
477,487,0,"array([16.76562345, 21.13723821])"
478,488,0,"array([16.74672784, 21.08707591])"
479,489,0,"array([16.7411255 , 21.03398382])"
480,490,0,"array([16.68103829, 21.06785857])"
481,491,0,"array([16.7385429 , 21.06875865])"
482,492,0,"array([16.72339414, 21.11563788])"
483,493,0,"array([16.7476777 , 21.04416829])"
484,494,0,"array([16.76188896, 21.07202307])"
485,495,0,"array([16.74568291, 20.9945737 ])"
486,496,0,"array([16.64794104, 21.06132654])"
487,497,0,"array([16.67723674, 21.05449976])"
488,498,0,"array([16.73310449, 21.0126026 ])"
489,499,0,"array([16.70969952, 21.06320237])"
490,500,0,"array([16.68125885, 21.02627359])"
491,501,0,"array([16.75344047, 21.03361025])"
492,502,0,"array([16.70424539, 21.05205518])"
493,503,0,"array([16.76791023, 21.10067918])"
494,504,0,"array([16.68671605, 21.10781073])"
495,505,0,"array([16.71038681, 21.10176318])"
496,506,0,"array([16.72567017, 21.11160894])"
497,507,0,"array([16.73598356, 21.12084283])"
498,508,0,"array([16.75971669, 21.04588837])"
499,509,0,"array([16.72482106, 21.12147412])"
500,510,0,"array([16.74008768, 21.14986305])"
501,512,0,"array([16.74889637, 21.10517596])"
502,513,0,"array([16.76926477, 21.08252887])"
503,514,0,"array([16.74034134, 21.06639803])"
504,515,0,"array([16.68299864, 21.07786967])"
505,516,0,"array([16.65911856, 21.03602061])"
506,517,0,"array([16.6740944 , 21.07058738])"
507,518,0,"array([16.75326243, 21.13175905])"
508,519,0,"array([16.76750197, 21.06745168])"
509,520,0,"array([16.73747391, 21.03918764])"
510,521,0,"array([16.72512138, 21.10616529])"
511,522,0,"array([16.69004323, 21.10655548])"
512,523,0,"array([16.72126099, 21.058532  ])"
513,524,0,"array([16.74223308, 21.09660151])"
514,525,0,"array([16.75073934, 21.07446508])"
515,526,0,"array([16.75992612, 21.02484945])"
516,527,0,"array([16.67180202, 21.07627492])"
517,528,0,"array([16.73399156, 21.10935249])"
518,529,0,"array([16.7691625 , 21.09486945])"
519,530,0,"array([16.75582116, 21.06695025])"
520,531,0,"array([16.7224815 , 21.07168466])"
521,532,0,"array([16.74498144, 21.08024214])"
522,533,0,"array([16.71832792, 21.02049821])"
523,534,0,"array([16.70852099, 21.07308625])"
524,535,0,"array([16.76538496, 21.09144552])"
525,536,0,"array([16.76655915, 21.11432309])"
526,537,0,"array([16.74428518, 21.04887555])"
527,538,0,"array([16.76209553, 21.12749335])"
528,539,0,"array([16.72578361, 21.06445524])"
529,540,0,"array([16.72784326, 21.0892022 ])"
530,541,0,"array([16.74586524, 21.09538203])"
531,542,0,"array([16.7193831, 21.0818323])"
532,543,0,"array([16.70083345, 21.08030519])"
533,544,0,"array([16.71399876, 21.04187287])"
534,545,0,"array([16.69328318, 21.1138878 ])"
535,546,0,"array([16.74365989, 21.12137075])"
536,547,0,"array([16.74525253, 21.05615983])"
537,548,0,"array([16.70574624, 21.03110195])"
538,549,0,"array([16.7594898 , 21.05175131])"
539,550,0,"array([16.75655069, 21.1242516 ])"
540,551,0,"array([16.70193417, 21.10645091])"
541,552,0,"array([16.73602057, 21.14135726])"
542,553,0,"array([16.68680096, 21.10385666])"
543,554,0,"array([16.68927838, 21.04807788])"
544,555,0,"array([16.74844655, 21.05657995])"
545,556,0,"array([16.72698048, 21.06839816])"
546,557,0,"array([16.69514819, 21.04150118])"
547,558,0,"array([16.72844106, 21.10561033])"
548,559,0,"array([16.75085133, 21.07747783])"
549,560,0,"array([16.72324654, 21.09269025])"
550,561,0,"array([16.75063681, 21.03938351])"
551,562,0,"array([16.72819884, 21.15831921])"
552,563,0,"array([16.71401673, 21.10781101])"
553,565,0,"array([16.735092  , 21.00079156])"
554,566,0,"array([16.72744836, 21.23304652])"
555,567,0,"array([16.69489386, 21.08976346])"
556,568,0,"array([16.7392818 , 21.11083563])"
557,569,0,"array([16.74524388, 21.11295483])"
558,570,0,"array([16.6994568 , 21.13075491])"
559,571,0,"array([16.71800437, 21.06625754])"
560,572,0,"array([16.71909755, 21.11951268])"
561,573,0,"array([16.65521871, 21.07777883])"
562,574,0,"array([16.64695974, 21.14805626])"
563,575,0,"array([16.74932396, 21.04857276])"
564,576,0,"array([16.75061921, 21.05929756])"
565,577,0,"array([16.72182489, 21.20485572])"
566,578,0,"array([16.72635926, 21.08052401])"
567,579,0,"array([16.69453665, 21.12395103])"
568,580,0,"array([16.70103409, 21.09169707])"
569,582,0,"array([16.77381381, 21.07162389])"
570,583,0,"array([16.74092175, 21.09220397])"
571,584,0,"array([16.77333892, 21.08008369])"
572,585,0,"array([16.70661675, 21.09556009])"
573,586,0,"array([16.75288443, 21.05059199])"
